Befolkningen efter tid, statsborgerskab, alder, distrikt og køn;;;;;;
Enhed: Antal;;;;;;
;;;;all genders;Male;Female
;;;Valby - Valby Sydvest;39;8;31
;;;Valby - Vigerslev;10;3;7
;;;Vanløse - Jyllingevej Kvarter;35;9;26
;;;Vanløse - Jernbane Allé Kvarter;66;22;44
;;;Vanløse - Sallingvej Kvarter;37;6;31
;;;Vanløse - Grøndals Park Kvarter;11;4;7
;;;Brønshøj-Husum - Husum;66;15;51
;;;Brønshøj-Husum - Husum Nord;36;19;17
;;;Brønshøj-Husum - Tingbjerg;39;11;28
;;;Brønshøj-Husum - Brønshøj;29;10;19
;;;Brønshøj-Husum - Bellahøj;21;6;15
;;;Bispebjerg - Emdrup;22;3;19
;;;Bispebjerg- Ryparken-Lundehus;22;5;17
;;;Bispebjerg - Bispebjerg;37;11;26
;;;Bispebjerg - Utterslev;20;6;14
;;;Bispebjerg - Nordvest;40;9;31
;;;Amager Øst - Amagerbro Øst;40;8;32
;;;Amager Øst - Sundbyøster;48;12;36
;;;Amager Øst - Villakvartererne;32;9;23
;;;Amager Øst - Nordøstamager;9;0;9
;;;Amager Vest - Amagerbro Vest;13;5;8
;;;Amager Vest - Bryggen Syd;4;1;3
;;;Amager Vest - Faste Batteri;17;4;13
;;;Amager Vest - Gamle Bryggen;12;2;10
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);0;0;0
;;;Amager Vest - Kolonihavekvarteret;7;2;5
;;;Amager Vest - Sundbyvester;50;12;38
;;;Amager Vest - Sundholmsvejs kvarteret;35;7;28
;;;Amager Vest - Urbanplanen;51;20;31
;;;Amager Vest - Ørestad City;2;0;2
;;;Amager Vest - Ørestad Syd;15;3;12
;;;Kvarterer - Uden for inddeling;1;0;1
;;95+ years;København i alt;543;101;442
;;;Bydel - Indre By;41;12;29
;;;Bydel - Østerbro;85;14;71
;;;Bydel - Nørrebro;54;13;41
;;;Bydel - Vesterbro/Kongens Enghave;24;4;20
;;;Bydel - Valby;74;17;57
;;;Bydel - Vanløse;42;9;33
;;;Bydel - Brønshøj-Husum;71;11;60
;;;Bydel - Bispebjerg;55;11;44
;;;Bydel - Amager Øst;24;2;22
;;;Bydel - Amager Vest;72;7;65
;;;Bydel - Uden for inddeling;1;1;0
;;;Lokaludvalg - Indre By;35;10;25
;;;Lokaludvalg - Christianshavn;6;2;4
;;;Lokaludvalg - Østerbro;85;14;71
;;;Lokaludvalg - Nørrebro;54;13;41
;;;Lokaludvalg - Vesterbro;5;0;5
;;;Lokaludvalg - Kgs. Enghave;19;4;15
;;;Lokaludvalg - Valby;74;17;57
;;;Lokaludvalg - Vanløse;42;9;33
;;;Lokaludvalg - Brønshøj-Husum;71;11;60
;;;Lokaludvalg - Bispebjerg;55;11;44
;;;Lokaludvalg - Amager Øst;24;2;22
;;;Lokaludvalg - Amager Vest;72;7;65
;;;Lokaludvalg - Uden for inddeling;1;1;0
;;;Indre By - Middelalderbyen;5;1;4
;;;Indre By - Metropolzonen;3;0;3
;;;Indre By - Nansensgade-kvarteret;1;0;1
;;;Indre By - Øster Farimagsgade-kvarteret;3;0;3
;;;Indre By - Østerport;6;3;3
;;;Indre By - Frederiksstaden;14;6;8
;;;Indre By - Gammelholm og Nyhavn;3;0;3
;;;Christianshavn - Neden Vandet;2;0;2
;;;Christianshavn - Oven Vandet;4;2;2
;;;Christianshavn - Holmen og Refshaleøen;0;0;0
;;;Østerbro - Nord/Komponistkvarteret;4;0;4
;;;Østerbro - Svanemøllen Syd/Øst;20;5;15
;;;Østerbro - Århusgade Nord;4;1;3
;;;Østerbro - Århusgade Syd;11;2;9
;;;Østerbro - Rosenvænget;4;2;2
;;;Østerbro - Ny Ryvang;5;0;5
;;;Østerbro - Nord;19;3;16
;;;Østerbro - Nordhavn;0;0;0
;;;Østerbro - Lyngbyvej Vest;9;1;8
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;6;0;6
;;;Østerbro - Fælled;3;0;3
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;4;2;2
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;32;8;24
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;12;1;11
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;5;2;3
;;;Nørrebro - Haraldsgade-kvarteret;1;0;1
;;;Vesterbro - Vest;2;0;2
;;;Vesterbro - Central;2;0;2
;;;Vesterbro - Øst;1;0;1
;;;Vesterbro - Syd;0;0;0
;;;Kgs. Enghave - Bavnehøj;3;1;2
;;;Kgs. Enghave - Gl. Sydhavn;16;3;13
;;;Kgs. Enghave - Holmene;0;0;0
;;;Valby - Gl. Valby;11;2;9
;;;Valby - Syd;33;8;25
;;;Valby - Ålholm;7;1;6
;;;Valby - Valby Sydvest;17;6;11
;;;Valby - Vigerslev;6;0;6
;;;Vanløse - Jyllingevej Kvarter;11;3;8
;;;Vanløse - Jernbane Allé Kvarter;11;3;8
;;;Vanløse - Sallingvej Kvarter;14;3;11
;;;Vanløse - Grøndals Park Kvarter;6;0;6
;;;Brønshøj-Husum - Husum;15;5;10
;;;Brønshøj-Husum - Husum Nord;16;1;15
;;;Brønshøj-Husum - Tingbjerg;19;3;16
;;;Brønshøj-Husum - Brønshøj;16;2;14
;;;Brønshøj-Husum - Bellahøj;5;0;5
;;;Bispebjerg - Emdrup;15;2;13
;;;Bispebjerg- Ryparken-Lundehus;4;1;3
;;;Bispebjerg - Bispebjerg;22;4;18
;;;Bispebjerg - Utterslev;5;1;4
;;;Bispebjerg - Nordvest;9;3;6
;;;Amager Øst - Amagerbro Øst;7;0;7
;;;Amager Øst - Sundbyøster;9;0;9
;;;Amager Øst - Villakvartererne;6;2;4
;;;Amager Øst - Nordøstamager;2;0;2
;;;Amager Vest - Amagerbro Vest;3;0;3
;;;Amager Vest - Bryggen Syd;0;0;0
;;;Amager Vest - Faste Batteri;1;1;0
;;;Amager Vest - Gamle Bryggen;5;1;4
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);1;1;0
;;;Amager Vest - Kolonihavekvarteret;1;0;1
;;;Amager Vest - Sundbyvester;13;0;13
;;;Amager Vest - Sundholmsvejs kvarteret;22;1;21
;;;Amager Vest - Urbanplanen;14;2;12
;;;Amager Vest - Ørestad City;0;0;0
;;;Amager Vest - Ørestad Syd;12;1;11
;Denmark;All ages;København i alt;534796;262819;271977
;;;Bydel - Indre By;46695;22885;23810
;;;Bydel - Østerbro;69128;33357;35771
;;;Bydel - Nørrebro;66193;31455;34738
;;;Bydel - Vesterbro/Kongens Enghave;65794;32929;32865
;;;Bydel - Valby;52072;25828;26244
;;;Bydel - Vanløse;35505;17388;18117
;;;Bydel - Brønshøj-Husum;34439;17062;17377
;;;Bydel - Bispebjerg;43285;21452;21833
;;;Bydel - Amager Øst;51817;25365;26452
;;;Bydel - Amager Vest;67639;33552;34087
;;;Bydel - Uden for inddeling;2229;1546;683
;;;Lokaludvalg - Indre By;35292;17344;17948
;;;Lokaludvalg - Christianshavn;11403;5541;5862
;;;Lokaludvalg - Østerbro;69128;33357;35771
;;;Lokaludvalg - Nørrebro;66193;31455;34738
;;;Lokaludvalg - Vesterbro;40921;20259;20662
;;;Lokaludvalg - Kgs. Enghave;24873;12670;12203
;;;Lokaludvalg - Valby;52072;25828;26244
;;;Lokaludvalg - Vanløse;35505;17388;18117
;;;Lokaludvalg - Brønshøj-Husum;34439;17062;17377
;;;Lokaludvalg - Bispebjerg;43285;21452;21833
;;;Lokaludvalg - Amager Øst;51817;25365;26452
;;;Lokaludvalg - Amager Vest;67639;33552;34087
;;;Lokaludvalg - Uden for inddeling;2229;1546;683
;;;Indre By - Middelalderbyen;6424;3254;3170
;;;Indre By - Metropolzonen;2130;1064;1066
;;;Indre By - Nansensgade-kvarteret;5715;2772;2943
;;;Indre By - Øster Farimagsgade-kvarteret;6224;2980;3244
;;;Indre By - Østerport;3840;1853;1987
;;;Indre By - Frederiksstaden;8437;4158;4279
;;;Indre By - Gammelholm og Nyhavn;2522;1263;1259
;;;Christianshavn - Neden Vandet;2521;1250;1271
;;;Christianshavn - Oven Vandet;5947;2826;3121
;;;Christianshavn - Holmen og Refshaleøen;2935;1465;1470
;;;Østerbro - Nord/Komponistkvarteret;3212;1558;1654
;;;Østerbro - Svanemøllen Syd/Øst;9159;4458;4701
;;;Østerbro - Århusgade Nord;8188;3967;4221
;;;Østerbro - Århusgade Syd;10629;5101;5528
;;;Østerbro - Rosenvænget;8804;4227;4577
;;;Østerbro - Ny Ryvang;2611;1289;1322
;;;Østerbro - Nord;4151;1917;2234
;;;Østerbro - Nordhavn;4575;2352;2223
;;;Østerbro - Lyngbyvej Vest;4464;2205;2259
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;6292;3038;3254
;;;Østerbro - Fælled;7043;3245;3798
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;12209;5779;6430
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;16553;7847;8706
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;15459;7331;8128
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;13865;6668;7197
;;;Nørrebro - Haraldsgade-kvarteret;8107;3830;4277
;;;Vesterbro - Vest;11493;5712;5781
;;;Vesterbro - Central;20185;9849;10336
;;;Vesterbro - Øst;6312;3131;3181
;;;Vesterbro - Syd;2931;1567;1364
;;;Kgs. Enghave - Bavnehøj;3350;1641;1709
;;;Kgs. Enghave - Gl. Sydhavn;10952;5472;5480
;;;Kgs. Enghave - Holmene;10571;5557;5014
;;;Valby - Gl. Valby;10642;5193;5449
;;;Valby - Syd;16356;8122;8234
;;;Valby - Ålholm;8610;4266;4344
;;;Valby - Valby Sydvest;10906;5413;5493
;;;Valby - Vigerslev;5558;2834;2724
;;;Vanløse - Jyllingevej Kvarter;10273;5069;5204
;;;Vanløse - Jernbane Allé Kvarter;12068;5853;6215
;;;Vanløse - Sallingvej Kvarter;8347;4105;4242
;;;Vanløse - Grøndals Park Kvarter;4817;2361;2456
;;;Brønshøj-Husum - Husum;13006;6451;6555
;;;Brønshøj-Husum - Husum Nord;5740;2865;2875
;;;Brønshøj-Husum - Tingbjerg;3413;1652;1761
;;;Brønshøj-Husum - Brønshøj;9587;4743;4844
;;;Brønshøj-Husum - Bellahøj;2693;1351;1342
;;;Bispebjerg - Emdrup;3591;1824;1767
;;;Bispebjerg- Ryparken-Lundehus;5010;2427;2583
;;;Bispebjerg - Bispebjerg;5241;2599;2642
;;;Bispebjerg - Utterslev;4648;2295;2353
;;;Bispebjerg - Nordvest;24795;12307;12488
;;;Amager Øst - Amagerbro Øst;19404;9299;10105
;;;Amager Øst - Sundbyøster;12472;6092;6380
;;;Amager Øst - Villakvartererne;13228;6572;6656
;;;Amager Øst - Nordøstamager;6713;3402;3311
;;;Amager Vest - Amagerbro Vest;6298;3013;3285
;;;Amager Vest - Bryggen Syd;4566;2343;2223
;;;Amager Vest - Faste Batteri;3612;1742;1870
;;;Amager Vest - Gamle Bryggen;6917;3383;3534
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);2610;1265;1345
;;;Amager Vest - Kolonihavekvarteret;4744;2385;2359
;;;Amager Vest - Sundbyvester;11332;5595;5737
;;;Amager Vest - Sundholmsvejs kvarteret;9196;4430;4766
;;;Amager Vest - Urbanplanen;3620;1679;1941
;;;Amager Vest - Ørestad City;5905;3151;2754
;;;Amager Vest - Ørestad Syd;8839;4566;4273
;;;Kvarterer - Uden for inddeling;2229;1546;683
;;0-4 years;København i alt;32682;16813;15869
;;;Bydel - Indre By;2183;1115;1068
;;;Bydel - Østerbro;3837;1979;1858
;;;Bydel - Nørrebro;4413;2265;2148
;;;Bydel - Vesterbro/Kongens Enghave;4592;2374;2218
;;;Bydel - Valby;3241;1689;1552
;;;Bydel - Vanløse;1963;1012;951
;;;Bydel - Brønshøj-Husum;2238;1143;1095
;;;Bydel - Bispebjerg;2737;1392;1345
;;;Bydel - Amager Øst;3067;1548;1519
;;;Bydel - Amager Vest;4304;2245;2059
;;;Bydel - Uden for inddeling;107;51;56
;;;Lokaludvalg - Indre By;1619;824;795
;;;Lokaludvalg - Christianshavn;564;291;273
;;;Lokaludvalg - Østerbro;3837;1979;1858
;;;Lokaludvalg - Nørrebro;4413;2265;2148
;;;Lokaludvalg - Vesterbro;3090;1628;1462
;;;Lokaludvalg - Kgs. Enghave;1502;746;756
;;;Lokaludvalg - Valby;3241;1689;1552
;;;Lokaludvalg - Vanløse;1963;1012;951
;;;Lokaludvalg - Brønshøj-Husum;2238;1143;1095
;;;Lokaludvalg - Bispebjerg;2737;1392;1345
;;;Lokaludvalg - Amager Øst;3067;1548;1519
;;;Lokaludvalg - Amager Vest;4304;2245;2059
;;;Lokaludvalg - Uden for inddeling;107;51;56
;;;Indre By - Middelalderbyen;197;91;106
;;;Indre By - Metropolzonen;105;55;50
;;;Indre By - Nansensgade-kvarteret;292;147;145
;;;Indre By - Øster Farimagsgade-kvarteret;313;158;155
;;;Indre By - Østerport;180;105;75
;;;Indre By - Frederiksstaden;400;198;202
;;;Indre By - Gammelholm og Nyhavn;132;70;62
;;;Christianshavn - Neden Vandet;119;69;50
;;;Christianshavn - Oven Vandet;286;144;142
;;;Christianshavn - Holmen og Refshaleøen;159;78;81
;;;Østerbro - Nord/Komponistkvarteret;210;118;92
;;;Østerbro - Svanemøllen Syd/Øst;489;266;223
;;;Østerbro - Århusgade Nord;453;236;217
;;;Østerbro - Århusgade Syd;590;305;285
;;;Østerbro - Rosenvænget;483;237;246
;;;Østerbro - Ny Ryvang;128;74;54
;;;Østerbro - Nord;152;73;79
;;;Østerbro - Nordhavn;337;170;167
;;;Østerbro - Lyngbyvej Vest;304;152;152
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;383;182;201
;;;Østerbro - Fælled;308;166;142
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;781;388;393
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;1013;524;489
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;1167;624;543
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;926;475;451
;;;Nørrebro - Haraldsgade-kvarteret;526;254;272
;;;Vesterbro - Vest;1199;631;568
;;;Vesterbro - Central;1281;698;583
;;;Vesterbro - Øst;382;189;193
;;;Vesterbro - Syd;228;110;118
;;;Kgs. Enghave - Bavnehøj;184;89;95
;;;Kgs. Enghave - Gl. Sydhavn;456;208;248
;;;Kgs. Enghave - Holmene;862;449;413
;;;Valby - Gl. Valby;604;326;278
;;;Valby - Syd;968;499;469
;;;Valby - Ålholm;471;248;223
;;;Valby - Valby Sydvest;858;446;412
;;;Valby - Vigerslev;340;170;170
;;;Vanløse - Jyllingevej Kvarter;630;313;317
;;;Vanløse - Jernbane Allé Kvarter;579;304;275
;;;Vanløse - Sallingvej Kvarter;453;239;214
;;;Vanløse - Grøndals Park Kvarter;301;156;145
;;;Brønshøj-Husum - Husum;747;374;373
;;;Brønshøj-Husum - Husum Nord;394;197;197
;;;Brønshøj-Husum - Tingbjerg;306;158;148
;;;Brønshøj-Husum - Brønshøj;627;330;297
;;;Brønshøj-Husum - Bellahøj;164;84;80
;;;Bispebjerg - Emdrup;170;84;86
;;;Bispebjerg- Ryparken-Lundehus;300;150;150
;;;Bispebjerg - Bispebjerg;278;142;136
;;;Bispebjerg - Utterslev;292;161;131
;;;Bispebjerg - Nordvest;1697;855;842
;;;Amager Øst - Amagerbro Øst;1127;559;568
;;;Amager Øst - Sundbyøster;687;359;328
;;;Amager Øst - Villakvartererne;717;357;360
;;;Amager Øst - Nordøstamager;536;273;263
;;;Amager Vest - Amagerbro Vest;395;209;186
;;;Amager Vest - Bryggen Syd;341;189;152
;;;Amager Vest - Faste Batteri;251;118;133
;;;Amager Vest - Gamle Bryggen;504;267;237
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);172;94;78
;;;Amager Vest - Kolonihavekvarteret;203;95;108
;;;Amager Vest - Sundbyvester;695;365;330
;;;Amager Vest - Sundholmsvejs kvarteret;452;226;226
;;;Amager Vest - Urbanplanen;162;79;83
;;;Amager Vest - Ørestad City;405;214;191
;;;Amager Vest - Ørestad Syd;724;389;335
;;5-9 years;København i alt;25151;12826;12325
;;;Bydel - Indre By;1681;844;837
;;;Bydel - Østerbro;2814;1438;1376
;;;Bydel - Nørrebro;2943;1507;1436
;;;Bydel - Vesterbro/Kongens Enghave;2948;1510;1438
;;;Bydel - Valby;2717;1397;1320
;;;Bydel - Vanløse;1686;880;806
;;;Bydel - Brønshøj-Husum;2366;1189;1177
;;;Bydel - Bispebjerg;1835;929;906
;;;Bydel - Amager Øst;2352;1195;1157
;;;Bydel - Amager Vest;3726;1897;1829
;;;Bydel - Uden for inddeling;83;40;43
;;;Lokaludvalg - Indre By;1189;597;592
;;;Lokaludvalg - Christianshavn;492;247;245
;;;Lokaludvalg - Østerbro;2814;1438;1376
;;;Lokaludvalg - Nørrebro;2943;1507;1436
;;;Lokaludvalg - Vesterbro;1977;1007;970
;;;Lokaludvalg - Kgs. Enghave;971;503;468
;;;Lokaludvalg - Valby;2717;1397;1320
;;;Lokaludvalg - Vanløse;1686;880;806
;;;Lokaludvalg - Brønshøj-Husum;2366;1189;1177
;;;Lokaludvalg - Bispebjerg;1835;929;906
;;;Lokaludvalg - Amager Øst;2352;1195;1157
;;;Lokaludvalg - Amager Vest;3726;1897;1829
;;;Lokaludvalg - Uden for inddeling;83;40;43
;;;Indre By - Middelalderbyen;165;78;87
;;;Indre By - Metropolzonen;62;37;25
;;;Indre By - Nansensgade-kvarteret;210;112;98
;;;Indre By - Øster Farimagsgade-kvarteret;251;120;131
;;;Indre By - Østerport;143;74;69
;;;Indre By - Frederiksstaden;266;130;136
;;;Indre By - Gammelholm og Nyhavn;92;46;46
;;;Christianshavn - Neden Vandet;57;31;26
;;;Christianshavn - Oven Vandet;229;111;118
;;;Christianshavn - Holmen og Refshaleøen;206;105;101
;;;Østerbro - Nord/Komponistkvarteret;146;77;69
;;;Østerbro - Svanemøllen Syd/Øst;308;154;154
;;;Østerbro - Århusgade Nord;263;134;129
;;;Østerbro - Århusgade Syd;421;208;213
;;;Østerbro - Rosenvænget;428;217;211
;;;Østerbro - Ny Ryvang;120;59;61
;;;Østerbro - Nord;179;92;87
;;;Østerbro - Nordhavn;229;114;115
;;;Østerbro - Lyngbyvej Vest;227;137;90
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;236;115;121
;;;Østerbro - Fælled;257;131;126
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;655;326;329
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;694;363;331
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;725;363;362
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;561;289;272
;;;Nørrebro - Haraldsgade-kvarteret;308;166;142
;;;Vesterbro - Vest;691;352;339
;;;Vesterbro - Central;959;501;458
;;;Vesterbro - Øst;221;103;118
;;;Vesterbro - Syd;106;51;55
;;;Kgs. Enghave - Bavnehøj;76;38;38
;;;Kgs. Enghave - Gl. Sydhavn;400;213;187
;;;Kgs. Enghave - Holmene;495;252;243
;;;Valby - Gl. Valby;442;223;219
;;;Valby - Syd;804;417;387
;;;Valby - Ålholm;473;248;225
;;;Valby - Valby Sydvest;689;347;342
;;;Valby - Vigerslev;309;162;147
;;;Vanløse - Jyllingevej Kvarter;615;308;307
;;;Vanløse - Jernbane Allé Kvarter;413;209;204
;;;Vanløse - Sallingvej Kvarter;375;201;174
;;;Vanløse - Grøndals Park Kvarter;283;162;121
;;;Brønshøj-Husum - Husum;847;393;454
;;;Brønshøj-Husum - Husum Nord;407;213;194
;;;Brønshøj-Husum - Tingbjerg;285;141;144
;;;Brønshøj-Husum - Brønshøj;669;357;312
;;;Brønshøj-Husum - Bellahøj;158;85;73
;;;Bispebjerg - Emdrup;160;89;71
;;;Bispebjerg- Ryparken-Lundehus;243;114;129
;;;Bispebjerg - Bispebjerg;232;124;108
;;;Bispebjerg - Utterslev;255;131;124
;;;Bispebjerg - Nordvest;945;471;474
;;;Amager Øst - Amagerbro Øst;642;313;329
;;;Amager Øst - Sundbyøster;529;277;252
;;;Amager Øst - Villakvartererne;765;394;371
;;;Amager Øst - Nordøstamager;416;211;205
;;;Amager Vest - Amagerbro Vest;231;119;112
;;;Amager Vest - Bryggen Syd;334;170;164
;;;Amager Vest - Faste Batteri;164;84;80
;;;Amager Vest - Gamle Bryggen;318;164;154
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);134;69;65
;;;Amager Vest - Kolonihavekvarteret;333;168;165
;;;Amager Vest - Sundbyvester;710;361;349
;;;Amager Vest - Sundholmsvejs kvarteret;308;161;147
;;;Amager Vest - Urbanplanen;185;68;117
;;;Amager Vest - Ørestad City;306;163;143
;;;Amager Vest - Ørestad Syd;703;370;333
;;10-14 years;København i alt;23453;12092;11361
;;;Bydel - Indre By;1723;903;820
;;;Bydel - Østerbro;2794;1478;1316
;;;Bydel - Nørrebro;2447;1256;1191
;;;Bydel - Vesterbro/Kongens Enghave;2645;1356;1289
;;;Bydel - Valby;2535;1321;1214
;;;Bydel - Vanløse;1856;957;899
;;;Bydel - Brønshøj-Husum;2172;1080;1092
;;;Bydel - Bispebjerg;1563;820;743
;;;Bydel - Amager Øst;2141;1105;1036
;;;Bydel - Amager Vest;3520;1787;1733
;;;Bydel - Uden for inddeling;57;29;28
;;;Lokaludvalg - Indre By;1251;655;596
;;;Lokaludvalg - Christianshavn;472;248;224
;;;Lokaludvalg - Østerbro;2794;1478;1316
;;;Lokaludvalg - Nørrebro;2447;1256;1191
;;;Lokaludvalg - Vesterbro;1725;883;842
;;;Lokaludvalg - Kgs. Enghave;920;473;447
;;;Lokaludvalg - Valby;2535;1321;1214
;;;Lokaludvalg - Vanløse;1856;957;899
;;;Lokaludvalg - Brønshøj-Husum;2172;1080;1092
;;;Lokaludvalg - Bispebjerg;1563;820;743
;;;Lokaludvalg - Amager Øst;2141;1105;1036
;;;Lokaludvalg - Amager Vest;3520;1787;1733
;;;Lokaludvalg - Uden for inddeling;57;29;28
;;;Indre By - Middelalderbyen;144;79;65
;;;Indre By - Metropolzonen;70;33;37
;;;Indre By - Nansensgade-kvarteret;257;136;121
;;;Indre By - Øster Farimagsgade-kvarteret;308;154;154
;;;Indre By - Østerport;159;87;72
;;;Indre By - Frederiksstaden;221;120;101
;;;Indre By - Gammelholm og Nyhavn;92;46;46
;;;Christianshavn - Neden Vandet;76;38;38
;;;Christianshavn - Oven Vandet;202;101;101
;;;Christianshavn - Holmen og Refshaleøen;194;109;85
;;;Østerbro - Nord/Komponistkvarteret;140;76;64
;;;Østerbro - Svanemøllen Syd/Øst;339;185;154
;;;Østerbro - Århusgade Nord;234;118;116
;;;Østerbro - Århusgade Syd;480;258;222
;;;Østerbro - Rosenvænget;425;219;206
;;;Østerbro - Ny Ryvang;142;74;68
;;;Østerbro - Nord;184;98;86
;;;Østerbro - Nordhavn;210;107;103
;;;Østerbro - Lyngbyvej Vest;178;95;83
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;209;110;99
;;;Østerbro - Fælled;253;138;115
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;551;296;255
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;608;298;310
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;572;296;276
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;405;204;201
;;;Nørrebro - Haraldsgade-kvarteret;311;162;149
;;;Vesterbro - Vest;465;224;241
;;;Vesterbro - Central;952;507;445
;;;Vesterbro - Øst;246;133;113
;;;Vesterbro - Syd;62;19;43
;;;Kgs. Enghave - Bavnehøj;57;24;33
;;;Kgs. Enghave - Gl. Sydhavn;396;213;183
;;;Kgs. Enghave - Holmene;467;236;231
;;;Valby - Gl. Valby;422;224;198
;;;Valby - Syd;801;419;382
;;;Valby - Ålholm;487;248;239
;;;Valby - Valby Sydvest;536;275;261
;;;Valby - Vigerslev;289;155;134
;;;Vanløse - Jyllingevej Kvarter;717;381;336
;;;Vanløse - Jernbane Allé Kvarter;458;224;234
;;;Vanløse - Sallingvej Kvarter;392;211;181
;;;Vanløse - Grøndals Park Kvarter;289;141;148
;;;Brønshøj-Husum - Husum;826;406;420
;;;Brønshøj-Husum - Husum Nord;327;165;162
;;;Brønshøj-Husum - Tingbjerg;267;137;130
;;;Brønshøj-Husum - Brønshøj;618;307;311
;;;Brønshøj-Husum - Bellahøj;134;65;69
;;;Bispebjerg - Emdrup;180;101;79
;;;Bispebjerg- Ryparken-Lundehus;221;112;109
;;;Bispebjerg - Bispebjerg;247;123;124
;;;Bispebjerg - Utterslev;246;130;116
;;;Bispebjerg - Nordvest;669;354;315
;;;Amager Øst - Amagerbro Øst;531;250;281
;;;Amager Øst - Sundbyøster;459;242;217
;;;Amager Øst - Villakvartererne;853;477;376
;;;Amager Øst - Nordøstamager;298;136;162
;;;Amager Vest - Amagerbro Vest;207;113;94
;;;Amager Vest - Bryggen Syd;368;185;183
;;;Amager Vest - Faste Batteri;102;46;56
;;;Amager Vest - Gamle Bryggen;289;155;134
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);98;47;51
;;;Amager Vest - Kolonihavekvarteret;362;190;172
;;;Amager Vest - Sundbyvester;746;373;373
;;;Amager Vest - Sundholmsvejs kvarteret;328;173;155
;;;Amager Vest - Urbanplanen;191;87;104
;;;Amager Vest - Ørestad City;273;133;140
;;;Amager Vest - Ørestad Syd;556;285;271
;;15-19 years;København i alt;25608;12920;12688
;;;Bydel - Indre By;2280;1132;1148
;;;Bydel - Østerbro;3380;1754;1626
;;;Bydel - Nørrebro;2636;1265;1371
;;;Bydel - Vesterbro/Kongens Enghave;2869;1410;1459
;;;Bydel - Valby;2638;1361;1277
;;;Bydel - Vanløse;2058;1060;998
;;;Bydel - Brønshøj-Husum;2293;1159;1134
;;;Bydel - Bispebjerg;1555;801;754
;;;Bydel - Amager Øst;2308;1147;1161
;;;Bydel - Amager Vest;3549;1811;1738
;;;Bydel - Uden for inddeling;42;20;22
;;;Lokaludvalg - Indre By;1761;866;895
;;;Lokaludvalg - Christianshavn;519;266;253
;;;Lokaludvalg - Østerbro;3380;1754;1626
;;;Lokaludvalg - Nørrebro;2636;1265;1371
;;;Lokaludvalg - Vesterbro;1994;979;1015
;;;Lokaludvalg - Kgs. Enghave;875;431;444
;;;Lokaludvalg - Valby;2638;1361;1277
;;;Lokaludvalg - Vanløse;2058;1060;998
;;;Lokaludvalg - Brønshøj-Husum;2293;1159;1134
;;;Lokaludvalg - Bispebjerg;1555;801;754
;;;Lokaludvalg - Amager Øst;2308;1147;1161
;;;Lokaludvalg - Amager Vest;3549;1811;1738
;;;Lokaludvalg - Uden for inddeling;42;20;22
;;;Indre By - Middelalderbyen;291;134;157
;;;Indre By - Metropolzonen;105;53;52
;;;Indre By - Nansensgade-kvarteret;316;159;157
;;;Indre By - Øster Farimagsgade-kvarteret;395;191;204
;;;Indre By - Østerport;216;99;117
;;;Indre By - Frederiksstaden;306;161;145
;;;Indre By - Gammelholm og Nyhavn;132;69;63
;;;Christianshavn - Neden Vandet;131;68;63
;;;Christianshavn - Oven Vandet;239;128;111
;;;Christianshavn - Holmen og Refshaleøen;149;70;79
;;;Østerbro - Nord/Komponistkvarteret;172;90;82
;;;Østerbro - Svanemøllen Syd/Øst;336;178;158
;;;Østerbro - Århusgade Nord;276;133;143
